,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
54,näpsa,0.814,visitationsrätt,0.804,unionelt,0.64,fordringsegares,0.549,sjukkasselag,0.553
55,fiågan,0.814,assändt,0.803,bysättningstvång,0.64,utdelningsförflag,0.548,konkurslagcns,0.553
56,olämplighet,0.814,jordkula,0.803,concurslagens,0.64,pantsättning,0.548,qvittade,0.553
57,fabvier,0.814,fordringsbelopp,0.803,skadesersättning,0.64,svaran,0.548,konkursfrågor,0.553
58,fordringsanspråk,0.814,cnstildta,0.803,bränvinsförsäljningen,0.64,synerätt,0.546,bessarabiens,0.553
59,austerlitz,0.814,äfiventyr,0.803,tanko,0.64,uvpgifwa,0.546,fordringsegares,0.552
60,tionen,0.814,byggnåder,0.803,organisationsförslag,0.638,röraude,0.545,röraude,0.552
61,befälhafwarne,0.814,ernof,0.803,föregifven,0.638,bessarabiens,0.544,fordringsegarnes,0.552
62,destntom,0.814,hitintils,0.802,förstberörda,0.638,accordsförslag,0.544,godemans,0.551
63,möra,0.814,utbytande,0.802,tullbetänkandet,0.638,stämpelfrihet,0.544,ersättningsyrkande,0.551
64,calle,0.813,successionsordning,0.802,befordringslagarna,0.638,konkurslagcns,0.543,accordsförslag,0.55
65,cle,0.813,gagnande,0.802,grundlagsbestämmelse,0.637,sjukkasselag,0.543,stämpelfrihet,0.55
66,beqvämligen,0.813,walpole,0.801,skiljedom,0.637,beskattningsfråga,0.543,uvpgifwa,0.55
67,norska,0.813,bylag,0.801,skarpskytteväsendet,0.637,lordring,0.543,träger,0.549
68,harmoniera,0.812,finérs,0.801,obehörighet,0.636,konkursförvaltning,0.542,förelöpa,0.548
69,trosbekännare,0.812,stjernsköld,0.801,värnepligtslagen,0.636,fordringsegarnes,0.542,warulagrets,0.548
70,ingelstad,0.812,lotsverk,0.8,öfverensstäm,0.636,protokollsföring,0.542,ackords,0.547
71,constitutionel,0.812,bestäcndc,0.8,irågor,0.636,svarandebolaget,0.542,civilprocess,0.547
72,beivaka,0.812,serflilda,0.8,detaljfråga,0.636,konkursfrågor,0.541,lordring,0.547
73,konsti,0.812,ternas,0.8,revisionsfråga,0.636,svarandepart,0.541,synerätt,0.546
74,varefter,0.811,tiltagande,0.8,motbevisning,0.636,klandertalan,0.541,bcstuta,0.546
75,varulotteri,0.811,vidtogo,0.8,lånemedel,0.635,rättegångsmål,0.54,kristianiavalet,0.546
76,upplåtelse,0.811,beholvet,0.8,beväringsinrättning,0.635,fordringsrätt,0.54,concurslagens,0.546
77,bildningsgrad,0.811,fatladt,0.8,bankovinstens,0.635,förelöpa,0.539,protokollsföring,0.546
78,byggnadsordning,0.811,4e,0.8,förlikningsanbud,0.635,civilprocess,0.539,organisationsfråga,0.546
79,sörmä,0.811,stickelighet,0.799,afveckling,0.635,prioritera,0.539,prioritera,0.545
80,härester,0.811,länerörelse,0.799,myntväsen,0.635,ackords,0.539,fullföljd,0.545
81,capitaler,0.811,inra,0.799,lärosystem,0.634,borgenärernes,0.539,asstädde,0.545
82,lemuat,0.811,instränkningar,0.799,härordningsfrågan,0.634,systlomännen,0.538,borgenärernes,0.544
83,silfverstolpe,0.81,coh,0.799,värnpligtslag,0.634,utdelningsförstag,0.537,rättsfråga,0.542
84,lusi,0.81,tigheten,0.799,sammankoppling,0.634,äktenskapsfråga,0.537,denären,0.542
85,ticka,0.81,stiftning,0.799,förhållanderne,0.634,förlikningsförslag,0.537,angelägenbeter,0.542
86,deck,0.81,lagkunskap,0.799,rättsfall,0.634,concurslagens,0.537,rättegångsmål,0.542
87,ungherre,0.81,tby,0.798,rågan,0.634,asstädde,0.537,utdelningsförstag,0.541
88,kom,0.81,hufvudlös,0.798,jäfsanmärkningar,0.634,ändringssökande,0.537,konsulatbudgeten,0.541
89,belg,0.81,fordi,0.798,diskuterande,0.634,sammanjemkningsförslaget,0.536,bränvinshandelns,0.541
90,algierista,0.81,särssilta,0.798,landtpolis,0.634,warulagrets,0.536,konsulatfrågan,0.541
91,tillhandahälla,0.81,utbedt,0.798,administratif,0.633,utageradt,0.536,fordringsrätt,0.541
92,undwikandc,0.81,widhälla,0.798,konstituering,0.633,häradsrätte,0.536,förlikningsförslag,0.541
93,oskadd,0.809,äfwan,0.798,rustoch,0.633,jurydom,0.535,jernvägsfrågorna,0.54
94,mickel,0.809,recidiver,0.798,affattandet,0.633,denären,0.535,systlomännen,0.54
95,upphora,0.809,vigti,0.798,indrifningen,0.632,träger,0.535,klandertalan,0.54
96,rikers,0.809,dolta,0.798,konkursdom,0.632,rättsfråga,0.535,jurydom,0.54
97,skutari,0.809,villkorlig,0.797,författningsändring,0.631,häradsstyrelse,0.534,rättsligen,0.54
98,inkassering,0.809,norrbom,0.797,uppbördssätt,0.631,fordringsbevis,0.534,afgöran,0.54
99,bestämmelseort,0.809,patronatus,0.797,reglorne,0.63,kristianiavalet,0.534,häradsstyrelse,0.539
